order_id,pickup_x,pickup_y,delivery_x,delivery_y,create_time,delivery_patience,value
95322,1.3410083200580365,2.808300000000159,0.670504160027923,2.752799999999894,6478,2164,2.35
477862,0.8862986023369436,2.2421999999995066,0.724452770606821,2.6418000000001527,6488,2109,1.86
104507,1.3410083200580365,2.808300000000159,1.4874402630535215,3.1413000000001716,6575,2142,1.73
149918,0.8554708248654781,2.231099999999927,1.6955277609941282,2.6418000000001527,6589,2106,2.87
477863,0.8940055467053576,2.2644000000002436,2.042340257561806,1.7427000000002764,6649,2110,3.53
384486,2.1810652561866863,2.7305999999999457,3.5220735762469135,2.5085999999996744,6669,2114,3.72
149919,1.2639388763760868,2.630699999999784,1.9575638695114423,2.6418000000001527,6749,2101,2.39
168061,2.6049471964363136,2.7305999999999457,1.6724069278888862,3.196799999999648,6756,2118,3.09
343315,1.2022833214309654,2.5640999999999394,1.2254041545362073,2.930400000000269,6937,2111,1.74
337641,1.2254041545362073,2.7416999999995255,0.8631777692317016,2.0312999999996038,7884,2114,2.6
152949,0.716745826238407,2.1311999999997653,1.9498569251430282,2.6418000000001527,8057,2106,3.67
200699,0.5703138832429219,2.5862999999998877,2.443101364706191,2.6196000000002044,8091,2101,4.75
188985,1.2254041545362073,2.7416999999995255,0.3159847190940217,1.8315000000000694,8107,2161,3.58
247625,1.2254041545362073,2.7416999999995255,0.21579444230683018,2.985899999999745,8231,2102,3.08
9650,1.6801138722573001,2.8859999999995836,4.6935291202064136,2.3642999999996164,8419,2776,7.12
422187,1.1020930446459642,1.8425999999996492,2.150237478715221,2.6196000000002044,8507,2111,3.61
76484,1.2639388763760868,2.630699999999784,0.8862986023369436,2.874900000000004,8788,2103,1.9
107463,1.3410083200580365,2.808300000000159,1.7340624828340077,3.4631999999998158,8813,2111,2.53
281956,2.1810652561866863,2.7305999999999457,1.9267360920377863,3.862799999999673,9405,2108,3.32
373736,2.1810652561866863,2.7305999999999457,1.71864859409937,2.8305000000001073,9425,2102,1.95
389976,1.3410083200580365,2.808300000000159,1.2176972101677934,3.485399999999764,11744,2113,2.38
529916,1.7340624828340077,3.829500000000145,0.7398666593414586,2.9970000000001136,11818,2104,3.6
563462,1.7340624828340077,3.829500000000145,1.5953374842069366,3.918299999999938,12252,2107,1.33
9651,2.0962888681385135,3.218999999999596,2.1348235899783927,3.185700000000068,12560,2113,1.1
203679,1.7109416497309562,2.3864999999995646,0.832349991760236,2.7639000000002625,12899,2112,2.92
384488,1.2022833214309654,2.5640999999999394,1.556802762367057,2.7416999999995255,13237,2113,1.79
262003,0.35451944093390125,2.8305000000001073,1.4951472074219354,1.7649000000002246,13280,2402,4.13
244667,1.3410083200580365,2.808300000000159,0.709038881869993,3.5075999999997123,13285,2112,2.89
125603,1.2099902657993793,2.908199999999532,2.312083310447534,2.5085999999996744,13336,2112,3.35
443611,1.556802762367057,3.9404999999998864,0.7398666593414586,2.164500000000082,13938,2228,4.92
565995,1.2639388763760868,2.630699999999784,1.664699983520472,3.5852999999999255,14339,2109,3.07
6410,1.2408180432730354,2.0423999999999722,1.3487152644264504,2.0090999999996555,14430,2109,1.23
312953,1.2331110989046212,2.8859999999995836,2.1887722005551007,2.6418000000001527,14487,2109,2.98
162087,1.2639388763760868,2.630699999999784,2.0731680350332713,2.7639000000002625,14951,2113,2.64
419620,1.7109416497309562,2.3864999999995646,1.5876305398385226,3.1413000000001716,14982,2113,2.53
469971,1.3410083200580365,2.808300000000159,1.9344430364062004,2.4975000000000946,15399,2107,2.34
95329,1.3410083200580365,2.808300000000159,2.1887722005551007,2.2644000000002436,16069,2110,3.02
259075,1.2639388763760868,2.630699999999784,2.3506180322874135,2.5862999999998877,16140,2114,3.18
54534,1.2408180432730354,2.0423999999999722,1.5182680405271776,3.0080999999996934,16252,2123,3.01
376488,1.3410083200580365,2.808300000000159,1.572216651103885,4.095899999999524,16357,2107,3.62
270449,1.2022833214309654,2.5640999999999394,1.5336819292618151,3.0080999999996934,16758,2110,2.11
158947,1.3410083200580365,2.808300000000159,1.572216651103885,4.095899999999524,16818,2115,3.62
186035,1.2022833214309654,2.5640999999999394,2.157944423083635,3.3522000000000745,17694,2113,3.48
104514,1.2099902657993793,2.908199999999532,1.3564222087948643,3.1523999999997514,17696,2111,1.57
125605,1.2639388763760868,2.630699999999784,1.6955277609941282,3.629699999999822,17957,2112,3.18
165135,0.35451944093390125,2.8305000000001073,0.724452770606821,2.1201000000001855,18281,2102,2.6
51393,1.2639388763760868,2.630699999999784,2.3506180322874135,2.5862999999998877,18463,2347,3.18
503833,1.2639388763760868,2.630699999999784,2.080874979401685,2.7639000000002625,19565,2121,2.66
334920,1.2639388763760868,2.630699999999784,1.687820816625714,2.9748000000001653,19781,2110,2.09
98324,1.271645820744501,2.5862999999998877,2.26584164423705,3.019200000000062,19955,2110,3.17
79758,2.1810652561866863,2.7305999999999457,1.71864859409937,3.1191000000002234,19983,1873,2.21
238867,1.271645820744501,2.5862999999998877,1.3564222087948643,3.6740999999997186,20358,2116,3.19
270453,1.2639388763760868,2.630699999999784,1.3718360975316923,2.985899999999745,20858,2109,1.74
281960,1.271645820744501,2.5862999999998877,3.167554135313012,0.49950000000001893,21267,2756,6.65
346025,1.2639388763760868,2.630699999999784,1.6261652616805926,3.9960000000001514,22194,2103,3.83
301613,1.2639388763760868,2.630699999999784,1.9498569251430282,2.552999999999571,22424,2101,2.38
359919,1.2639388763760868,2.630699999999784,2.7128444175897286,2.985899999999745,22643,2111,3.99
354370,1.2639388763760868,2.630699999999784,1.703234705362542,3.629699999999822,22778,2108,3.19
469972,1.2639388763760868,2.630699999999784,1.3487152644264504,2.0312999999996038,22930,2128,2.21
149930,1.2639388763760868,2.630699999999784,2.173358311820463,1.7427000000002764,23250,2288,3.55
212651,1.2639388763760868,2.630699999999784,0.4470027733526788,1.8315000000000694,23346,2110,3.29
89054,1.2408180432730354,3.862799999999673,1.71864859409937,3.1191000000002234,23462,2109,2.77
535181,0.35451944093390125,2.8305000000001073,1.1714555439594998,3.9071999999995697,24654,2226,3.71
301615,1.1791624883279137,1.7093999999999596,2.3506180322874135,1.665000000000063,25216,2111,3.35
406277,0.7321597149730446,2.5307999999996227,1.0481444340692567,1.8869999999995457,25257,2104,2.44
384491,1.2639388763760868,2.630699999999784,0.9864888791241352,2.2976999999997716,26465,1935,1.87
389978,0.35451944093390125,2.8305000000001073,1.271645820744501,2.819399999999739,26652,2281,2.84
12,1.1791624883279137,1.7093999999999596,1.0327305453324287,1.8869999999995457,26682,1810,1.46
241829,0.35451944093390125,2.8305000000001073,2.473929142177657,2.6196000000002044,27101,3220,5.27
432852,1.1791624883279137,1.7093999999999596,1.0481444340692567,1.9868999999997072,27153,1807,1.61
110550,0.824643047391822,2.7971999999997905,2.473929142177657,2.2976999999997716,27318,2161,4.45
218569,1.271645820744501,2.5862999999998877,0.2928638859887797,2.9748000000001653,27399,1815,3.11
537823,1.4411985968452279,2.819399999999739,0.3391055521970733,3.185700000000068,27437,1810,3.33
395384,1.4411985968452279,2.819399999999739,0.6088486050828015,2.963699999999797,27456,1808,2.69
503837,1.2331110989046212,2.5085999999996744,2.4585152534408286,1.6760999999996429,27524,1802,3.97
287594,1.271645820744501,2.5862999999998877,2.0577541462964435,2.697299999999629,27542,1802,2.59
411607,1.4411985968452279,2.819399999999739,1.0866791559091362,2.175599999999662,27596,1808,2.47
206621,1.4411985968452279,2.819399999999739,3.583729131192035,0.6660000000000252,27602,2402,7.09
79760,1.6492860947858345,3.540900000000029,2.2195999780287563,2.7861000000002107,27660,1801,2.9
524639,1.6184583173121785,3.1413000000001716,1.541388873630229,3.107999999999855,27739,1802,1.17
558370,1.2331110989046212,2.5085999999996744,0.9325402685452372,2.8305000000001073,27814,1816,1.88
253312,1.2408180432730354,3.862799999999673,1.4643194299482796,4.439999999999905,27913,1811,2.24
329391,1.6492860947858345,3.540900000000029,2.250427755500222,3.7628999999995116,27941,1802,2.28
125615,1.2947666538497429,2.8527000000000555,1.0635583228038943,3.8183999999997766,28100,1806,2.99
134790,0.824643047391822,2.7971999999997905,2.0962888681385135,1.7093999999999596,28202,1808,4.35
262008,1.2331110989046212,2.5085999999996744,1.3255944313212085,3.019200000000062,28389,1808,2.04
293160,1.6492860947858345,3.540900000000029,1.0481444340692567,2.175599999999662,28544,1810,3.99
200709,0.7321597149730446,2.5307999999996227,2.288962477342292,2.630699999999784,28550,1812,4.12
264783,1.2639388763760868,2.630699999999784,1.1020930446459642,2.8305000000001073,28567,1808,1.52
197761,0.35451944093390125,2.8305000000001073,0.5163652726662143,1.8093000000001211,28762,1813,3.07
85927,1.0866791559091362,1.7537999999998561,2.612654140804728,2.752799999999894,28852,1817,4.65
44974,1.2331110989046212,2.5085999999996744,0.5548999945060938,3.019200000000062,28937,1814,2.7
493393,1.6492860947858345,3.540900000000029,0.5317791614008519,1.820399999999701,28981,1808,5.11
508992,1.6492860947858345,3.540900000000029,1.8650805370926649,4.639800000000228,29012,1801,3.24
174124,1.2331110989046212,2.5085999999996744,1.1868694326963278,3.1191000000002234,29054,1801,2.23
41685,1.2331110989046212,2.5307999999996227,1.1020930446459642,2.0979000000002372,29129,1807,1.91
435559,1.4411985968452279,2.819399999999739,2.142530534346807,2.6528999999997325,29154,1813,2.44
389981,1.6492860947858345,3.540900000000029,0.9325402685452372,2.8305000000001073,29225,1810,3.02
67098,1.6492860947858345,3.540900000000029,1.0866791559091362,1.964699999999759,29259,1811,4.35
19334,0.35451944093390125,2.8305000000001073,0.4547097177210928,3.185700000000068,29278,1811,1.74
38430,1.3410083200580365,2.819399999999739,2.4970499752828985,3.429899999999499,29290,1813,3.62
398112,1.2331110989046212,2.5085999999996744,1.9190291476693724,1.9536000000001792,29448,1803,2.77
346030,1.3410083200580365,2.819399999999739,1.8034249821475432,0.8879999999995078,29449,1814,4.98
498559,1.6492860947858345,3.540900000000029,2.3506180322874135,1.6316999999997464,29614,1810,5.07
448977,1.6492860947858345,3.540900000000029,2.273548588605464,1.964699999999759,29738,1807,4.4
459430,1.6492860947858345,3.540900000000029,1.8342527596211993,1.2764999999997855,29754,1809,5.55
400884,0.7321597149730446,2.5307999999996227,0.824643047391822,1.6316999999997464,29756,1813,2.81
337653,1.1791624883279137,1.7093999999999596,0.9248333241790136,2.8305000000001073,29837,1807,3.3
191887,1.2331110989046212,2.5085999999996744,0.8940055467053576,2.664000000000101,29883,1807,1.75
430183,0.9248333241790136,2.7639000000002625,0.9248333241790136,2.8305000000001073,29884,1869,1.13
542895,0.824643047391822,2.7971999999997905,1.2408180432730354,3.2856000000002297,29900,1809,2.29
334923,1.271645820744501,2.5862999999998877,0.9248333241790136,2.8305000000001073,29906,1810,1.85
483009,0.35451944093390125,2.8305000000001073,1.8342527596211993,1.2764999999997855,29923,2109,5.3
451682,1.4411985968452279,2.819399999999739,1.9498569251430282,3.7295999999999836,30028,1810,3.09
464654,0.9941958234903587,2.2421999999995066,2.1810652561866863,2.2421999999995066,30121,1824,3.38
35296,1.2176972101677934,2.2199999999995583,0.3159847190940217,1.8315000000000694,30136,1805,2.97
310103,1.2254041545362073,1.931400000000231,1.1560416552226718,3.77399999999988,30344,1811,4.69
107472,1.4411985968452279,2.819399999999739,1.0327305453324287,4.184700000000106,30368,2117,3.86
70218,1.2408180432730354,2.0423999999999722,1.9729777582482704,3.696299999999667,30416,1807,4.62
540390,1.2639388763760868,2.630699999999784,1.1175069333827923,2.963699999999797,30418,1801,1.73
104517,0.9941958234903587,2.2421999999995066,0.816936103023408,1.6760999999996429,30504,1814,2.19
128659,1.1020930446459642,2.7416999999995255,3.4912457987754477,2.2421999999995066,30580,2114,5.89
28867,1.2331110989046212,2.5307999999996227,1.0096097122271868,2.1533999999997135,30635,1808,1.88
545495,0.35451944093390125,2.8305000000001073,1.5105610961587634,4.262399999999531,30732,1816,4.69
209679,1.2331110989046212,2.5085999999996744,1.7109416497309562,3.130199999999803,30840,1809,2.57
560966,1.3410083200580365,2.819399999999739,3.298572189571669,0.8435999999996113,30847,2173,6.57
85929,1.6492860947858345,3.540900000000029,2.7822069169032644,2.752799999999894,30908,1801,3.76
416926,1.1791624883279137,1.7093999999999596,3.14443330220777,0.9324000000001931,30912,2115,5.23
467400,1.2408180432730354,2.0423999999999722,1.1945763770625513,3.16350000000012,30926,1802,3.25
279132,1.271645820744501,2.5862999999998877,2.8515694162167997,3.807300000000197,30965,1809,5.0
332204,1.2331110989046212,2.5307999999996227,0.5548999945060938,1.820399999999701,30972,1807,2.97
92175,1.1791624883279137,1.7093999999999596,2.9363458042671633,0.9656999999997211,30982,2104,4.82
16024,1.2639388763760868,2.630699999999784,2.766793028168627,2.752799999999894,31143,1815,4.02
262010,0.716745826238407,2.5085999999996744,1.1020930446459642,2.053499999999552,31173,1811,2.19
514285,1.2331110989046212,2.5085999999996744,1.6492860947858345,1.6428000000001148,31184,1823,2.92
70221,1.6492860947858345,3.540900000000029,1.1175069333827923,2.8527000000000555,31215,1801,2.74
448980,0.5086583282978003,2.808300000000159,0.3391055521970733,3.019200000000062,31234,1829,1.54
54536,1.4411985968452279,2.819399999999739,0.9325402685452372,2.841599999999687,31259,1808,2.02
290321,0.5086583282978003,2.808300000000159,0.7552805480782865,3.7851000000002486,31360,1809,3.02
200713,1.6492860947858345,3.540900000000029,2.581826363331072,2.841599999999687,31446,1812,3.33
346032,1.0866791559091362,1.7537999999998561,2.2427208111339985,3.7628999999995116,31480,2109,5.64
276230,1.7648902603076637,1.7871000000001729,0.3159847190940217,1.8315000000000694,31494,1818,3.9
408926,0.824643047391822,2.7971999999997905,0.7321597149730446,2.108999999999817,31506,1801,2.39
475267,1.1020930446459642,1.8425999999996492,0.716745826238407,2.0645999999999205,31574,1807,1.89
373744,1.2947666538497429,2.8527000000000555,0.38534721840755726,2.9748000000001653,31575,1811,2.84
537828,1.2639388763760868,2.630699999999784,2.412273587232535,3.3632999999996542,31580,1801,3.73
60811,1.2639388763760868,2.630699999999784,1.1175069333827923,2.930400000000269,31689,1809,1.67
259081,0.9017124910737716,2.2421999999995066,0.33139860783084973,1.8315000000000694,31791,1803,2.41
301625,0.7321597149730446,2.8527000000000555,1.1406277664858437,1.9868999999997072,31796,1812,2.92
329397,1.3410083200580365,2.819399999999739,1.1329208221174298,2.0423999999999722,31799,1820,2.61
256168,1.7263555384655938,2.1311999999997653,1.5182680405271776,1.6538999999996946,31935,1811,2.04
462046,1.1791624883279137,1.7093999999999596,1.6415791504174206,1.6538999999996946,31979,1801,1.93
493397,1.271645820744501,2.5862999999998877,2.874690249322042,2.752799999999894,32045,1808,4.23
443621,0.709038881869993,3.05249999999959,2.7436721950633847,2.342099999999668,32068,1826,5.32
67101,0.5086583282978003,2.808300000000159,0.5471930501376799,1.7537999999998561,32094,1801,3.11
22511,0.6319694381880434,2.819399999999739,0.9402472129136512,2.053499999999552,32194,1805,2.65
221487,1.3410083200580365,2.819399999999739,0.4238819402474368,3.107999999999855,32215,1802,2.93
236010,1.0866791559091362,1.7537999999998561,1.7648902603076637,1.6872000000000114,32234,1812,2.36
359933,1.2254041545362073,1.931400000000231,0.3468124965654873,1.8315000000000694,32310,1805,2.77
376494,0.9941958234903587,2.2421999999995066,2.389152754127293,2.7305999999999457,32333,1805,3.96
456799,0.9941958234903587,2.2421999999995066,1.3487152644264504,2.1311999999997653,32340,1813,1.74
16027,1.3410083200580365,2.819399999999739,0.8554708248654781,1.9868999999997072,32448,1818,2.93
22,1.2639388763760868,2.630699999999784,0.030827777471465548,1.8537000000000177,32580,1814,3.92
392699,1.2254041545362073,1.9202999999998625,3.1983819127844777,0.5216999999999672,32597,2101,5.84
304395,0.9941958234903587,2.2421999999995066,1.9652708138798562,2.5085999999996744,32634,1819,3.02
312960,1.3410083200580365,2.819399999999739,0.7475736037098726,3.2079000000000164,32648,1801,2.42
6416,1.2254041545362073,1.931400000000231,1.0096097122271868,3.196799999999648,32657,1809,3.57
495977,1.6492860947858345,3.540900000000029,4.662701342734947,2.1423000000001338,32704,2472,7.65
312961,0.5086583282978003,2.808300000000159,3.4604180213017917,2.0312999999996038,32729,2225,7.11
270463,0.7321597149730446,2.5307999999996227,0.6011416607143875,2.8859999999995836,32735,1811,1.76
323930,1.2254041545362073,1.9202999999998625,2.8284485831137482,2.664000000000101,32739,1802,4.54
177123,1.6492860947858345,3.540900000000029,1.2254041545362073,2.930400000000269,32768,1802,2.49
183157,1.2947666538497429,2.8527000000000555,0.5626069388745079,1.820399999999701,32783,1808,3.54
422194,0.824643047391822,2.7971999999997905,1.6184583173121785,3.130199999999803,32828,1810,2.72
284824,1.1175069333827923,2.7416999999995255,0.9325402685452372,2.8305000000001073,32979,1920,1.41
395389,1.3410083200580365,2.819399999999739,0.6242624938196294,1.7093999999999596,33026,1801,3.65
459434,1.2639388763760868,2.630699999999784,0.709038881869993,3.396599999999971,33051,1812,2.89
346035,1.2254041545362073,1.9202999999998625,1.410370819371572,3.2856000000002297,33067,1809,3.76
155978,1.9575638695114423,1.7315999999999079,1.0096097122271868,1.9424999999998107,33185,1886,2.95
230148,0.716745826238407,2.5085999999996744,1.7340624828340077,2.6528999999997325,33248,1811,3.06
54540,1.271645820744501,2.5862999999998877,1.3333013756896224,2.808300000000159,33405,1801,1.46
6418,0.35451944093390125,2.8305000000001073,0.8862986023369436,2.819399999999739,33410,1811,2.07
12890,1.4411985968452279,2.819399999999739,1.6492860947858345,3.3188999999997577,33430,1822,2.08
454229,1.271645820744501,2.5862999999998877,0.4624166620895068,2.930400000000269,33509,1808,2.76
295977,1.2408180432730354,2.0423999999999722,1.0096097122271868,1.964699999999759,33547,1810,1.49
459437,1.4411985968452279,2.819399999999739,1.0481444340692567,1.8869999999995457,33563,1810,3.03
558374,1.6492860947858345,3.540900000000029,1.2254041545362073,2.7194999999995773,33587,1811,2.85
174136,0.7321597149730446,2.5307999999996227,0.47012360645573037,2.874900000000004,33595,1808,1.87
236011,1.2254041545362073,1.931400000000231,2.843862471848386,2.664000000000101,33645,1810,4.56
209687,1.2331110989046212,2.5085999999996744,1.3333013756896224,2.808300000000159,33695,1808,1.63
134801,0.9248333241790136,2.7639000000002625,1.1714555439594998,4.317899999999796,33727,1812,4.15
165143,1.6724069278888862,2.6528999999997325,1.4797333186851076,3.1413000000001716,33734,2169,2.05
60813,1.2254041545362073,1.931400000000231,0.5703138832429219,2.9970000000001136,33746,1802,3.51
346037,0.6319694381880434,2.819399999999739,2.4662221978092425,2.5640999999999394,33777,2054,4.71
155980,1.6492860947858345,3.540900000000029,0.716745826238407,3.2856000000002297,33785,1808,2.94
89067,1.7648902603076637,1.7871000000001729,0.3159847190940217,1.8315000000000694,33796,2293,3.9
540396,1.271645820744501,2.5862999999998877,2.396859698495707,1.6428000000001148,33802,2283,3.94
427515,1.2639388763760868,2.630699999999784,0.9710749903873072,1.7981999999997527,33803,1801,2.77
488155,1.2099902657993793,2.908199999999532,2.258134699868636,2.6750999999996807,33808,2084,3.15
392701,1.2639388763760868,2.630699999999784,2.042340257561806,4.1403000000002095,33808,1808,4.4
514288,1.3410083200580365,2.819399999999739,3.576022186823621,0.677099999999605,33836,2402,7.2
281979,1.1791624883279137,1.7093999999999596,1.0250236009640148,2.175599999999662,33901,1801,1.98
430189,1.2331110989046212,3.607499999999874,1.9575638695114423,2.6418000000001527,33910,1809,3.42
215648,1.6492860947858345,3.540900000000029,2.165651367452049,2.0867999999998688,33920,1810,4.09
85938,0.7321597149730446,2.5307999999996227,-0.22350138667743463,1.931400000000231,33978,1811,3.26
67103,0.5086583282978003,2.808300000000159,1.525974984893401,1.6872000000000114,34016,1803,4.03
485618,0.35451944093390125,2.8305000000001073,0.5086583282978003,3.096900000000275,34028,1810,1.62
253315,0.7321597149730446,2.8527000000000555,0.9017124910737716,1.7537999999998561,34030,1813,3.23
462051,0.9864888791241352,2.7639000000002625,0.9710749903873072,1.7981999999997527,34049,1813,2.94
60814,1.0866791559091362,1.7537999999998561,2.427687475969363,1.6428000000001148,34052,1814,3.7
116569,1.2408180432730354,2.0423999999999722,2.258134699868636,2.6196000000002044,34115,1802,3.34
256173,0.824643047391822,2.7971999999997905,-0.23120833104584862,1.9202999999998625,34180,1989,3.75
566004,1.2331110989046212,2.5085999999996744,2.4970499752828985,2.43090000000025,34205,1810,3.54
238875,0.824643047391822,2.7971999999997905,2.759086083800213,2.0423999999999722,34234,2701,5.16
101549,1.3410083200580365,2.819399999999739,2.2041860892919285,3.2633999999994927,34247,1809,2.94
542903,1.2331110989046212,2.5085999999996744,1.3487152644264504,2.9414999999998486,34256,1812,1.9
310110,1.2408180432730354,2.0423999999999722,1.0635583228038943,3.7851000000002486,34273,1802,4.51
422197,1.6492860947858345,3.540900000000029,-0.19267360920596907,1.8980999999999142,34279,2282,5.94
82879,1.3410083200580365,2.819399999999739,1.0096097122271868,2.1201000000001855,34284,1810,2.55
191894,0.7321597149730446,2.8527000000000555,1.310180542586571,1.9424999999998107,34286,1806,3.16
197772,1.2331110989046212,2.5085999999996744,2.173358311820463,2.6418000000001527,34315,1830,2.9
555779,1.1791624883279137,1.7093999999999596,1.0558513784376706,2.0423999999999722,34320,1808,1.71
41698,1.7880110934107152,1.7315999999999079,2.119409701241565,3.0857999999999066,34323,1801,3.79
125624,1.6184583173121785,3.1413000000001716,2.412273587232535,1.6428000000001148,34364,1807,4.4
503850,0.9941958234903587,2.2421999999995066,2.173358311820463,1.8980999999999142,34366,2163,3.46
134803,1.9575638695114423,1.7315999999999079,2.9132249711619216,1.8315000000000694,34387,1801,2.92
227289,1.6338722060490065,3.918299999999938,1.4257847081083999,4.2846000000002675,34434,1808,1.84
469986,0.35451944093390125,2.8305000000001073,-0.24662221978267662,4.795199999999866,34447,2171,5.12
279138,1.579923595472299,2.686200000000049,3.4604180213017917,2.0312999999996038,34492,1951,4.99
295981,1.1791624883279137,1.7093999999999596,0.9864888791241352,2.0090999999996555,34513,1807,1.71
125625,1.3410083200580365,2.819399999999739,2.0731680350332713,2.7194999999995773,34539,1812,2.48
290325,1.1791624883279137,1.7093999999999596,0.709038881869993,3.5075999999997123,34589,1805,4.72
298776,1.6184583173121785,3.1413000000001716,2.543291641491192,2.5640999999999394,34594,1801,3.18
131777,0.35451944093390125,2.8305000000001073,-0.3776402740413337,4.9616999999998725,34600,1982,5.51
379136,1.2254041545362073,1.931400000000231,2.751379139431799,1.7537999999998561,34617,1807,4.08
203689,1.6492860947858345,3.540900000000029,0.20038055357219262,3.89609999999999,34744,1801,3.99
279140,1.2176972101677934,2.4975000000000946,2.3506180322874135,1.6428000000001148,34796,1838,3.84
149942,1.1714555439594998,2.7416999999995255,3.9151277390228847,-0.03330000000031674,34828,2882,8.82
264787,0.9248333241790136,2.7639000000002625,1.1020930446459642,2.053499999999552,34889,1802,2.47
490798,0.7321597149730446,2.8527000000000555,1.8034249821475432,1.3430999999996303,34891,1802,4.71
197773,1.6184583173121785,3.1413000000001716,2.4199805316009493,1.6872000000000114,34959,1932,4.33
312967,0.824643047391822,2.7971999999997905,1.9960985913513218,3.8183999999997766,35067,2056,4.11
440944,0.824643047391822,2.7971999999997905,1.5105610961587634,4.273499999999899,35136,1989,4.26
107484,1.1714555439594998,2.7416999999995255,1.2099902657993793,2.2644000000002436,35174,1804,1.96
48248,1.1020930446459642,2.7416999999995255,2.8823971936904558,1.909199999999494,35225,2228,4.94
28874,1.2331110989046212,2.5307999999996227,0.9248333241790136,2.841599999999687,35237,1828,1.88
310114,1.3255944313212085,2.231099999999927,0.4161749958790228,2.7639000000002625,35297,1803,3.11
273337,1.3410083200580365,2.819399999999739,2.258134699868636,3.2856000000002297,35320,1802,3.06
24,1.3410083200580365,2.819399999999739,2.8823971936904558,1.909199999999494,35371,1928,4.59
28875,1.2022833214309654,2.5640999999999394,1.287059709481329,2.608499999999836,35426,1811,1.19
414276,1.3410083200580365,2.819399999999739,1.1714555439594998,3.718499999999615,35449,1817,2.83
503851,0.7321597149730446,2.5307999999996227,0.832349991760236,2.4419999999998296,35487,1802,1.27
527235,1.3333013756896224,2.7194999999995773,1.7340624828340077,1.7871000000001729,35513,1889,3.03
