courier_id,current_x,current_y
162,4.8508,6.3603
163,6.3981,0.6105
164,7.0712,5.6277
165,4.5027,8.4471
167,6.5606,8.7468
168,6.2357,8.2806
170,6.166,5.1726
171,7.0093,5.1504
172,8.4715,8.0364
173,6.5761,8.5137
174,4.7812,11.4552
175,5.8102,5.1837
176,7.52,5.1282
177,8.959,7.9587
178,7.4735,4.3845
179,6.5606,6.7821
180,6.5297,7.881
181,9.6398,6.2604
182,5.7173,9.102
183,5.4001,4.4622
185,8.193,3.8517
186,12.7499,6.4269
187,11.8756,7.2705
188,7.8681,7.9809
189,8.665,4.9284
190,7.8526,4.6731
191,5.3847,8.1474
192,13.0593,7.215
194,8.7887,6.327
195,7.8836,9.324
196,8.8429,7.2261
197,5.7173,9.7347
198,5.7947,9.0576
199,7.3265,5.4168
202,6.6457,7.7922
203,12.9046,7.2705
204,6.6457,10.0122
205,7.0558,5.4834
206,4.7193,4.5177
207,7.4735,5.7276
208,7.8449,5.4612
210,4.6033,7.9365
211,5.7405,9.0576
212,7.0325,5.1282
213,7.3111,5.0172
214,3.76,10.212
215,7.4503,8.6025
216,6.5374,9.1797
217,7.0248,5.4834
218,7.0016,5.106
219,7.4426,7.0818
220,13.0748,7.3704
221,8.6418,4.9062
222,9.2065,5.7276
223,7.9068,5.4612
224,10.367,7.3593
225,3.7754,10.2009
226,4.874,10.6227
227,5.8643,6.0495
228,4.6033,11.7327
229,7.0171,5.1393
230,7.5896,7.1373
231,7.8294,6.5601
232,9.1059,8.5026
233,7.9145,4.8063
234,6.3827,0.8991
235,7.2801,5.4279
236,6.5142,10.4895
237,5.7173,9.102
238,7.3807,7.1151
239,6.7076,5.55
240,6.5451,5.772
242,7.0867,5.9274
243,5.7019,9.1131
244,4.8586,3.9072
245,5.3228,2.9415
246,6.5838,9.0687
247,5.8102,5.9163
248,3.6981,12.9426
249,5.5007,9.3018
250,4.1855,8.991
251,6.932,10.3452
253,8.0228,9.7458
254,6.9629,5.1837
255,8.6031,7.8921
256,6.0887,5.1837
257,7.9145,4.8063
258,4.5336,4.995
259,8.6031,4.5399
260,5.7328,5.6943
262,3.2958,5.0838
263,4.905,6.7044
264,7.3962,6.549
265,3.1024,0.6549
266,7.4813,5.7498
267,7.1099,8.4804
268,5.64,9.6459
272,3.6439,10.2009
273,9.5005,4.3401
274,5.7483,5.1948
275,7.6902,2.9526
276,9.1059,4.0737
277,7.7056,2.8971
278,5.5317,9.3462
279,3.0792,12.2766
280,4.2164,5.0727
281,5.3614,8.1474
283,4.5723,9.5904
284,5.493,9.3129
285,6.0809,8.4693
286,7.9223,5.4501
287,5.7173,9.0909
288,5.6322,4.1292
289,5.4543,2.0757
290,8.5799,4.5843
291,4.6961,4.1958
292,3.2726,7.9143
294,9.1524,6.3603
295,6.313,1.8426
296,6.9861,6.2826
297,7.0248,5.4723
298,5.5007,9.1353
300,5.756,6.0717
302,5.0675,7.5369
303,5.9417,5.0394
304,6.7463,4.8729
305,3.6052,8.436
306,5.1216,7.2927
307,5.0675,4.0182
308,6.2047,5.4279
309,6.8391,8.7135
310,5.6941,9.9123
312,11.8834,7.8255
313,6.8314,5.0394
314,5.787,4.2624
315,5.1293,1.332
316,7.5664,8.0586
318,9.2065,5.6832
319,7.9841,8.8356
321,6.9629,10.2342
322,3.76,1.11
323,15.5505,7.1262
324,12.9201,7.2039
325,5.5084,9.0909
326,7.342,5.2059
327,8.0228,8.0142
328,6.5374,4.44
329,8.046,5.9274
330,3.7909,10.1898
331,5.6477,9.1242
333,8.046,3.6186
334,7.752,3.7074
335,13.0361,6.7599
336,4.8973,6.2826
337,9.0982,7.1484
338,6.1042,8.4693
339,7.2028,10.2342
340,8.0151,4.7286
341,7.636,5.3058
344,5.7096,5.7054
345,9.5392,4.3845
346,3.8992,6.5601
347,5.5084,9.3573
348,6.0036,5.2281
349,7.783,7.7256
351,4.5646,9.4128
352,5.1293,7.104
354,8.5412,9.6126
355,8.1002,6.7599
356,5.4311,7.9587
357,11.1716,6.5601
358,7.783,7.7145
359,5.1371,7.7256
363,9.663,6.0273
364,5.4775,3.4521
365,7.3033,9.8901
367,4.611,2.4309
368,6.8778,4.9506
369,6.2202,9.0576
370,7.4116,7.104
371,6.3363,9.0576
372,3.8915,7.0596
373,7.2492,7.1484
374,3.7522,10.1898
375,7.3962,5.3058
376,5.8411,7.9476
377,12.8582,7.3038
380,5.5084,9.3573
381,11.1407,6.5046
383,8.928,7.8366
384,6.7618,4.884
385,4.2783,8.3361
388,3.6052,10.2342
389,12.0381,9.8679
390,5.6477,9.0576
391,5.5007,9.2352
392,8.812,6.3048
393,4.6187,11.7438
394,9.5082,4.3623
395,3.5356,10.9113
397,7.5432,7.0374
398,4.5491,8.7246
400,5.8334,7.6146
401,6.9939,5.3169
402,5.5084,7.7145
404,4.6806,8.325
405,5.7715,9.4128
406,5.756,5.6943
407,6.5297,9.657
409,8.487,4.5843
410,8.8429,8.0808
411,5.7173,9.102
412,5.7947,9.6459
413,9.6475,5.7831
414,7.3033,8.5248
416,4.611,11.7549
417,5.7328,9.4239
418,8.4019,7.9476
419,5.3537,7.3371
420,7.5741,5.4279
421,4.201,8.1696
422,7.048,5.4834
423,6.2976,7.9698
424,7.7056,5.7498
425,5.3769,7.9365
427,6.3981,4.7619
428,5.4001,4.1514
429,7.9068,5.328
430,6.5606,8.7468
431,7.9145,5.3058
432,11.1329,6.5601
433,13.0439,6.7821
434,5.4311,6.2604
438,4.874,5.5833
440,7.489,6.8154
442,4.8044,8.5248
443,3.141,10.6116
444,3.6052,7.0374
445,13.1599,6.8376
447,7.9223,5.4501
448,8.8274,6.2937
450,6.2898,4.4733
451,7.7753,7.77
452,6.5993,9.3462
453,5.7637,5.8386
454,4.6265,11.7105
455,6.5684,7.9254
456,7.3343,5.2059
461,7.7675,7.77
463,5.9958,9.0243
465,5.756,9.4128
466,5.9262,5.3058
467,7.5122,5.1393
468,6.166,10.3341
469,7.52,0.6993
470,12.9356,6.7266
471,12.951,6.7821
472,12.5874,7.2039
473,6.5529,9.0909
474,5.2377,8.4582
475,3.7213,10.212
476,6.3749,7.9698
477,7.8913,5.4501
478,7.8449,7.9365
479,7.3962,8.0697
481,3.3577,10.0233
482,5.8334,5.9163
483,10.3593,7.3593
484,6.9552,10.3452
485,7.2569,5.4057
486,6.7695,5.0283
487,8.046,5.9052
488,3.729,10.2009
489,3.3345,10.2786
490,6.0577,5.7498
491,7.6515,5.6055
492,5.493,9.2574
493,6.6844,8.7024
494,6.6999,5.661
495,6.5374,8.9244
496,7.6437,6.2271
497,3.7445,7.4703
498,4.8973,6.9153
501,4.7038,11.8881
502,7.6902,3.5853
503,5.021,7.3371
504,3.7754,10.2009
505,7.9068,5.1171
506,9.3226,5.883
507,6.8469,5.0727
508,6.9861,6.8376
509,7.899,7.2261
510,5.9804,4.9395
511,8.1311,12.3654
515,4.7425,8.4693
516,4.0617,5.1393
517,8.0074,9.7458
519,4.905,7.0374
520,6.5838,8.7579
522,3.3113,11.9436
523,7.9609,5.2725
524,5.5781,6.7821
525,7.0248,5.1393
526,8.2085,10.989
527,12.9356,6.7155
528,7.4039,10.4229
529,3.7445,10.2009
530,8.4561,7.9365
533,8.0306,8.0142
534,8.634,8.0253
535,7.3962,5.4057
536,7.0093,5.1171
537,3.76,10.2009
538,5.7096,9.1131
539,8.0925,9.7569
540,10.545,5.7498
541,5.5007,9.0687
542,4.9514,7.1595
545,7.0171,5.1393
546,4.2242,8.1585
549,4.9824,10.4007
550,5.7251,9.0909
551,4.8431,8.4582
552,8.046,5.9496
553,7.7288,5.0838
554,3.2107,4.2846
555,3.172,4.2846
556,6.1583,5.1282
557,7.6205,3.5853
558,7.4967,9.3795
559,6.638,4.9395
560,7.3497,5.2281
561,7.5818,7.992
562,8.9203,6.0384
563,6.5374,9.8901
564,4.1855,7.9476
565,4.8354,7.9365
566,4.2861,5.106
568,5.5007,9.2685
569,7.9145,5.4501
570,13.0361,6.7932
571,3.8141,5.1171
572,7.489,5.7165
575,8.2085,9.9345
579,5.7173,9.1131
580,4.1391,6.6489
581,5.7328,9.0909
582,13.0825,7.4259
584,5.315,8.9799
586,5.1371,5.1615
587,8.4638,8.0475
589,5.0056,7.3038
591,7.8139,7.4925
593,5.7405,9.0576
594,7.8913,4.773
595,8.6263,8.0364
596,6.7231,4.9395
597,7.1873,2.7306
599,7.7366,5.0727
600,9.0286,5.3724
601,5.7251,9.102
602,7.7443,5.4168
603,7.4735,7.0707
604,4.1855,7.9476
605,4.8895,9.3129
606,7.8526,5.2725
607,4.6884,11.7327
609,5.5781,9.3462
611,9.0208,4.2624
612,5.4311,6.2493
613,6.9397,5.0727
614,8.8661,6.1938
616,3.6749,10.8891
618,4.1932,8.991
620,8.3246,9.8901
623,7.9223,5.4501
624,7.048,8.3583
625,5.7096,5.7165
626,5.787,5.6277
627,8.1079,8.8689
631,7.0093,5.1171
633,7.0171,5.1504
634,4.7116,11.877
635,7.0867,5.4612
637,3.3113,10.3896
640,3.5124,10.2009
641,6.8237,6.0717
642,5.7947,8.9466
643,13.2528,6.8265
645,5.756,5.8164
646,5.0133,7.0707
647,7.8371,7.9365
648,7.0093,9.0354
649,7.5122,5.8608
650,4.2164,7.6146
651,13.4152,6.8043
653,7.4039,5.3613
655,7.0171,5.106
656,3.4892,8.0364
657,9.7171,5.4501
658,5.4543,7.9476
660,9.2452,5.8719
661,9.632,5.7387
662,5.7096,9.1242
663,4.8199,7.9476
664,5.7173,9.0909
665,7.0016,5.3169
666,4.5414,9.0021
670,8.6108,8.0475
671,7.7675,5.55
672,8.0306,5.9829
673,5.7096,9.1131
674,5.5781,4.5954
675,4.2783,5.5167
677,4.5104,4.9839
678,5.8024,9.2574
680,4.8354,3.7185
681,7.9609,8.0142
682,4.2396,5.7942
683,6.9242,6.66
684,8.812,6.3381
686,9.6475,5.8386
688,5.787,5.6277
689,5.7173,9.0798
690,6.4291,6.2493
691,3.9921,6.9153
692,8.4406,4.7619
693,4.1932,8.6025
694,8.3478,6.3825
695,7.0558,5.3169
697,11.0556,6.4269
698,7.9223,5.4612
699,12.9356,6.7155
701,5.5007,9.0687
702,8.4793,4.2957
703,5.7251,9.0909
705,6.4059,4.0848
707,8.6959,5.3613
708,4.9824,7.9476
709,5.9881,5.4723
711,7.0171,5.1393
713,7.0248,9.546
714,4.905,7.6035
715,9.5469,4.5399
716,7.0712,4.9506
717,8.8197,6.327
720,8.6185,7.8921
722,5.7096,9.1131
723,5.3847,8.1363
724,9.0363,6.3381
725,8.5644,7.6701
726,6.6999,8.4915
727,7.9996,5.2614
728,7.5277,9.4683
729,7.195,3.7185
730,8.0306,9.3462
731,5.3924,5.9385
732,6.0036,8.5581
733,5.8643,6.0162
734,8.2704,6.438
735,6.8933,5.5167
736,5.7328,9.0909
737,4.5104,8.2251
739,4.5568,5.3502
741,5.9572,5.2281
742,4.317,9.8568
744,6.9242,8.103
745,3.6594,10.212
747,7.0171,5.1393
748,6.754,7.215
749,7.4116,5.4834
750,13.0361,6.7377
751,5.9107,8.4915
752,6.7076,9.546
753,4.6265,6.3492
754,8.959,6.3492
755,7.783,5.5389
756,3.582,4.2846
757,3.7058,10.212
758,8.6108,8.1252
759,4.8973,7.0374
760,6.8933,6.1383
761,5.5007,3.4854
762,5.5084,9.3573
763,7.52,5.1393
764,6.9088,9.9567
766,5.1758,9.0465
767,5.1912,7.9365
768,5.5394,4.3845
769,8.7887,6.3381
770,3.3731,10.2342
772,3.8064,10.1898
774,4.8354,8.4582
775,12.5642,7.2705
776,3.8992,6.5934
778,5.4775,4.107
779,8.7578,7.9698
780,3.8141,10.4784
781,7.0093,5.1726
782,8.4019,9.102
783,7.3575,2.1201
784,8.046,5.6943
785,5.1448,6.2937
786,8.0228,9.3129
788,5.6477,5.7276
789,5.021,8.3361
790,8.5102,5.5056
791,11.8602,7.4037
792,5.7328,5.7054
794,7.4039,5.4168
795,4.1932,7.4925
796,8.0151,6.8154
797,7.9687,5.0061
798,4.7889,7.0707
799,12.8891,6.7488
800,7.3575,5.2281
801,4.2319,8.1696
802,5.7173,5.7054
804,6.5916,10.4784
805,11.1716,6.5823
809,9.3999,4.3179
810,6.0345,7.5591
813,5.7405,9.0576
814,3.7754,7.0818
815,7.4813,9.4128
816,6.638,9.7569
817,8.4406,9.1797
820,3.3035,10.3008
821,4.8818,7.0263
822,7.6437,7.326
824,5.7096,9.102
825,6.166,8.5026
827,5.5007,9.2463
828,3.7754,10.1898
829,6.3363,5.4945
830,3.6594,11.3442
832,12.9123,6.7488
833,7.9919,5.4501
835,4.8431,8.0475
836,4.6265,11.6994
837,8.6108,8.1363
838,7.6669,5.0394
839,8.1853,8.6247
841,4.9127,5.2503
842,7.0403,5.1948
844,5.199,7.8366
846,6.0887,5.4279
847,5.1912,4.7064
848,8.9899,7.7922
849,3.3731,10.2675
850,7.5664,7.3149
851,8.6031,7.8921
852,5.9494,5.2614
853,7.2801,10.4895
854,9.6552,6.216
855,7.8604,7.9587
856,4.5104,7.992
857,9.6552,6.1494
858,6.1042,7.9698
859,5.7173,9.1131
860,6.6921,8.1363
861,7.0325,4.9395
863,3.3964,4.3068
864,6.1274,9.0576
865,7.0171,5.9385
866,8.812,8.1141
867,5.3614,3.6519
868,5.7251,9.1131
869,5.0133,7.3149
870,5.64,4.1292
871,9.0208,4.0182
872,9.1678,6.1716
873,9.2375,5.8719
874,3.435,5.439
875,6.638,4.8063
876,7.0635,9.5238
877,7.9687,5.4168
878,3.6594,10.8669
879,3.4737,5.3835
880,5.6168,9.4128
881,8.6572,6.0495
882,6.9861,5.1504
884,7.0171,5.1504
886,7.93,2.0202
888,6.5761,8.7468
889,7.0016,5.1393
890,7.4116,8.4249
891,3.0637,4.5954
892,11.0556,6.8931
898,7.3652,4.6953
900,3.3422,4.2957
901,5.8721,9.6126
902,6.785,4.9617
904,11.7209,6.8043
905,5.1835,7.3149
906,4.5336,5.0061
908,7.6669,3.0192
909,5.9185,5.2281
910,4.1236,8.7246
912,6.8701,5.1171
913,7.7443,2.331
914,5.7947,9.0576
915,3.0327,7.9143
916,7.5432,3.6408
917,4.2242,8.1363
919,6.8004,5.6832
920,7.3652,5.1726
922,6.0036,5.55
923,4.8818,6.7821
924,7.1409,5.4501
925,5.7251,9.0909
926,8.6263,7.9698
927,3.319,10.8669
928,4.6574,7.5369
929,5.6477,9.102
931,8.5799,4.5843
932,3.0327,0.6993
934,7.1486,6.771
935,5.5007,9.1242
936,9.0518,4.3401
937,5.7947,5.6721
939,3.76,10.212
940,7.4116,5.4834
941,5.8411,8.1252
942,5.0288,0.6771
943,8.8042,6.327
944,6.2744,6.3936
945,4.6652,6.7488
946,6.7695,5.0283
947,9.1833,6.327
949,7.4503,8.6358
950,7.2492,5.2614
951,6.8237,5.5944
952,1.7871,5.7276
953,4.8431,7.9365
954,5.7096,5.7054
955,6.5684,7.9365
956,7.7907,7.8588
958,3.2958,10.323
959,4.5027,4.9617
961,5.3305,8.1363
963,7.0093,5.1504
964,7.2801,9.4572
965,4.8973,8.1363
966,5.0442,8.1363
967,7.8371,7.9365
968,12.5255,6.9264
969,3.3345,5.8275
970,5.3614,3.5964
971,12.9046,7.1817
972,6.0423,5.4279
973,5.7251,9.0909
974,7.9609,8.8245
975,6.5529,5.2281
976,3.6207,10.9668
977,7.0093,5.1504
978,9.9338,6.1716
981,8.4019,5.661
983,9.632,6.3492
984,6.8856,4.3845
987,4.1778,9.8457
988,6.197,8.436
990,5.8875,6.0606
991,3.7522,10.2009
992,8.4948,4.551
993,3.435,10.2231
994,5.1835,8.6247
995,12.8659,7.2261
996,3.6362,10.2675
997,7.1641,5.9718
998,6.8933,8.6247
999,7.9068,5.328
1000,3.5124,10.989
1001,6.6612,4.8729
1002,12.9046,7.2261
1003,5.2067,7.7589
1007,4.7038,4.5177
1008,4.8973,7.0485
1009,3.5356,4.4511
1010,7.752,5.2281
1012,3.319,10.3896
1013,7.1873,4.5177
1014,5.5007,9.2463
1015,6.8004,3.6519
1016,3.5201,10.9224
1017,7.7675,5.5611
1019,5.1139,7.8144
1020,4.8663,8.3916
1021,6.3981,0.4551
1022,5.2454,4.3179
1023,6.8314,6.105
1024,6.3363,8.1696
1027,6.9397,4.5954
1028,3.7522,8.547
1030,6.5065,11.0889
1033,12.9278,7.215
1034,6.6689,5.1171
1035,7.6283,5.5389
1036,7.0171,5.0616
1037,5.462,2.5308
1038,5.5007,9.2907
1040,5.7251,9.1131
1042,5.1912,7.9476
1043,2.2049,3.4521
1044,4.9205,8.4582
1045,5.2145,3.9516
1046,7.3962,7.104
1049,11.9298,7.0041
1052,8.3787,4.0626
1053,8.2162,10.989
1056,6.8856,3.7074
1057,4.7967,12.9537
1058,11.8292,7.3482
1060,6.9165,4.884
1061,3.6903,3.3522
1063,9.6552,6.0384
1064,8.1002,9.7236
1066,4.9901,6.7821
1068,7.048,5.55
1069,6.5606,8.7579
1070,4.2319,7.9365
1071,4.7116,11.8881
1072,5.5626,4.5066
1073,13.0516,7.1928
1075,4.1468,9.2574
1076,6.9861,5.1393
1077,3.5124,4.8174
1079,4.7735,10.1232
1080,3.7832,6.9708
1081,6.932,10.3341
1082,6.4214,5.0283
1083,11.5584,8.2251
1084,5.5239,9.324
1085,11.1407,6.5046
1086,8.4638,9.8013
1087,5.7173,9.102
1089,5.3847,8.1474
1090,8.7965,6.3159
1091,7.7056,5.0838
1093,6.9552,10.3563
1094,8.5799,4.5621
1095,7.5432,7.326
1096,3.3809,9.9567
1097,6.5838,10.0233
1098,9.632,5.7609
1099,4.8431,7.9587
1100,7.8371,7.9254
1101,7.7907,5.5389
1102,6.5374,8.9244
1103,8.7655,8.0364
1104,4.8199,7.9698
1105,5.8875,8.5692
1106,4.8354,8.7357
1109,4.17,8.9799
1111,7.4735,9.4128
1112,6.4214,5.3835
1113,7.2182,5.1393
1114,5.021,7.2927
1115,6.7463,4.9062
1117,5.0365,7.326
1118,3.2184,4.2846
1119,8.2395,8.769
1120,9.663,6.0828
1122,5.3692,8.1474
1125,6.8469,10.3341
1126,8.2936,5.6832
1127,4.2474,5.5833
1128,4.611,12.0657
1129,7.899,5.7276
1130,4.5955,9.0354
1131,5.5007,9.2796
1133,11.8602,7.2705
1134,4.1159,5.883
1135,5.9649,4.5399
1136,8.0151,5.7054
1137,4.2319,8.1696
1138,7.0558,5.5833
1139,11.9453,7.1373
1140,7.8294,7.7145
1141,7.4658,7.0707
1142,7.6515,4.0626
1143,2.1895,7.3038
1144,3.907,7.4703
1145,9.1678,5.4168
1147,6.1042,5.9274
1148,4.6884,8.8134
1149,8.2317,3.6408
1150,4.3712,7.5591
1151,5.9262,5.2836
1153,5.4079,4.0626
1154,7.7907,5.0616
1155,7.7753,1.4541
1156,7.2337,4.9506
1157,4.1778,9.0576
1158,7.7443,2.1312
1159,8.9203,7.8144
1160,5.6168,4.1292
1161,6.0036,5.5167
1162,7.9609,4.7841
1164,5.2763,2.1867
1166,4.3015,7.9254
1167,5.4852,7.9476
1168,4.5182,8.4804
1169,8.3091,6.5823
1170,7.0171,8.4804
1172,4.0462,6.0606
1173,4.8586,6.6156
1174,6.2434,5.7054
1175,5.9107,5.2503
1177,5.8024,9.657
1178,5.7483,6.4491
1179,1.3384,4.0182
1180,7.6128,8.4915
1181,6.2666,8.0364
1182,8.046,3.6186
1184,6.197,3.5298
1185,5.5007,9.1353
1186,5.3847,7.9698
1189,4.1468,11.0112
1190,7.2492,6.1827
1191,11.8137,7.5369
1192,5.1835,9.0132
1193,6.9397,10.3341
1197,7.7753,7.7589
1198,6.5219,9.8901
1200,9.6398,6.2493
1201,6.5297,6.105
1202,5.346,7.9809
1203,6.6302,5.6166
1204,3.3267,10.4118
1205,3.5666,4.6287
1206,7.342,7.0818
1208,8.3555,8.9022
1209,4.8895,7.0485
1211,4.3944,7.0707
1212,5.5317,9.3462
1213,2.5067,5.2503
1214,3.6826,10.212
1216,4.7038,11.877
1218,5.7328,5.6943
1219,3.3809,10.2009
1220,5.7019,5.7165
1221,7.0171,5.1171
1224,6.344,5.1726
1225,3.3731,10.2231
1226,5.5549,8.7357
1227,5.0133,7.2816
1228,5.1139,5.1282
1229,11.1484,6.5157
1231,6.9165,5.1615
1232,5.5007,9.2352
1233,4.6265,11.6994
1235,7.9841,9.324
1237,10.4908,6.9597
1238,5.5007,9.2352
1240,3.5279,10.9113
1241,7.0016,5.328
1242,5.4775,9.0687
1243,13.0593,7.2372
1246,2.6382,5.6055
1247,7.0944,6.7266
1249,8.487,4.7952
1250,4.3789,6.6045
1251,5.021,7.3371
1252,8.4638,8.9688
1253,9.1214,7.8921
1254,6.9397,5.5167
1256,3.5356,4.7508
1257,7.7366,3.0747
1258,6.5065,10.0122
1259,7.9377,5.439
1261,5.3924,7.9587
1263,7.2646,10.2564
1265,10.398,3.9183
1266,5.7792,8.0031
1267,4.054,5.1393
1270,7.0171,5.1171
1272,5.8024,5.9607
1273,5.5858,5.6055
1274,4.8121,6.6045
1275,8.2704,2.3532
1276,7.7056,4.8507
1277,4.5491,9.0354
1279,8.2008,8.6913
1280,7.783,8.991
1281,8.046,9.4794
1282,4.6265,11.7216
1283,5.4388,4.0848
1286,6.8933,4.662
1287,5.6709,4.4844
1289,4.2242,6.6933
1292,7.0171,5.1504
1293,4.2706,7.9365
1294,6.7463,10.4007
1295,3.5279,8.1141
1296,3.466,4.3068
1297,13.0284,6.7932
1298,7.4348,4.9062
1299,4.6419,11.7327
1300,4.9437,8.4582
1301,5.6709,8.9355
1302,5.2686,6.4491
1304,11.953,8.0586
1305,6.8314,5.2392
1306,11.1407,6.5046
1307,5.8256,7.6923
1308,7.8062,5.4612
1309,6.8391,5.0283
1311,5.4698,3.3078
1313,7.1409,4.9062
1314,8.6031,7.9032
1315,5.6709,4.1292
1316,8.7887,6.3381
1317,3.1024,0.666
1318,3.1178,5.55
1319,11.8989,7.4148
1320,4.8973,6.3825
1322,7.7056,5.4168
1323,7.0093,3.6741
1325,8.3478,9.4905
1326,6.0345,10.5006
1327,3.1101,0.6549
1328,3.4815,10.2564
1329,3.7677,10.2009
1330,3.729,10.212
1331,7.3188,8.1585
1332,6.7231,5.0172
1333,4.4021,6.6045
1334,5.6786,5.8719
1336,6.5838,8.7579
1337,7.4735,9.4128
1339,4.7812,11.7882
1342,9.3226,5.883
1343,8.2936,4.5843
1346,6.9861,5.0727
1347,7.0171,5.1171
1348,5.5084,9.2574
1349,7.8371,7.9254
1350,13.0825,7.4037
1351,5.7173,9.102
1352,5.3614,4.0404
1353,3.1024,0.6438
1354,13.0671,7.2483
1355,5.9881,9.0465
1356,9.6785,6.5601
1358,7.8604,5.4723
1360,7.0944,5.9607
1361,5.0442,0.7326
1362,3.6749,7.9587
1365,4.6884,11.8881
1366,6.3749,7.9698
1367,6.9397,8.5581
1368,4.8431,7.9365
1372,4.1468,10.3785
1374,8.0151,5.6277
1375,12.2393,6.9597
1376,4.8663,7.9365
1377,7.1718,10.2786
1378,8.3555,7.9476
1379,10.6997,6.8931
1382,5.9958,8.5248
1383,8.7887,9.3573
1384,4.8973,7.0374
1385,8.2936,4.5621
1386,7.0171,5.1282
1387,7.9532,10.0566
1389,5.5084,9.1131
1390,12.9046,7.1262
1391,7.2414,4.6953
1392,7.1641,5.9496
1393,5.3537,6.2493
1396,4.6961,9.1464
1397,6.0113,5.2392
1398,5.3924,8.1474
1400,6.5606,7.5591
1401,3.5201,10.9113
1402,9.5315,6.3603
1404,5.8024,5.661
1405,4.2474,5.5722
1406,7.2105,5.2503
1407,7.1331,3.6741
1408,5.8024,5.6721
1410,4.7193,7.9587
1412,4.6884,11.7216
1414,4.5955,7.9587
1417,5.3769,9.8346
1418,8.6263,7.9254
1419,3.3267,8.1363
1420,6.0113,5.9274
1422,6.1583,5.8386
1423,7.93,5.4612
1424,4.8121,7.9476
1425,12.8737,7.2261
1426,6.638,4.8174
1428,6.46,5.4057
1429,7.7056,2.8416
1430,5.168,3.6075
1431,3.9611,4.2957
1432,11.69,7.2483
1433,5.6477,4.7619
1434,5.8411,7.9365
1438,6.4059,7.5813
1441,5.5084,9.1131
1442,8.3323,8.8689
1443,11.0865,6.5379
1444,11.6745,6.8154
1445,6.0809,1.7982
1446,7.6051,4.995
1447,9.6398,6.3048
1448,6.5761,4.9506
1449,8.3942,6.3714
1451,6.932,5.9607
1452,8.1002,11.3553
1453,7.9145,5.2947
1454,7.0712,5.4723
1455,8.2317,6.4269
